Date,Product,Quantity,Cash,Card,QR,Bajaj,Total,date
12-12-2022 13:01:19,WITH OUT BILL BATTERY,1,50.0,0.0,0.0,0.0,50.0,12/12/2022
12-12-2022 13:03:04,WITH OUT BILL BATTERY,1,150.0,0.0,0.0,0.0,150.0,12/12/2022
12-12-2022 13:04:10,TIMES WING  G SM,1,1250.0,0.0,0.0,0.0,1250.0,12/12/2022
12-12-2022 16:31:02,PEBBLE SMART WATCH,1,3500.0,0.0,0.0,0.0,3500.0,12/12/2022
12-12-2022 17:22:22,FASTRACK LEATHER STRAPS ,1,320.0,0.0,0.0,0.0,320.0,12/12/2022
12-12-2022 18:03:34,CRONOUS G SL,1,0.0,0.0,1200.0,0.0,1200.0,12/12/2022
12-12-2022 18:13:07,FASTRACK L SM,1,0.0,3442.57,0.0,0.0,3442.57,12/12/2022
12-12-2022 18:54:42,TIME WING G SL+ L SM ,1,0.0,0.0,1220.0,0.0,1220.0,12/12/2022
12-12-2022 19:11:07,WITH OUT BILL BATTERY,1,50.0,0.0,0.0,0.0,50.0,12/12/2022
12-12-2022 19:13:14,WALL CLOCK,1,600.0,0.0,0.0,0.0,600.0,12/12/2022
12-12-2022 20:27:10,SONATA L SL,1,870.0,0.0,0.0,0.0,870.0,12/12/2022
12-12-2022 20:46:55,FASTRACK G SM,1,0.0,0.0,5895.0,0.0,5895.0,12/12/2022
13-12-2022 10:20:20,CRONOUS G SM ,1,6650.0,0.0,0.0,0.0,6650.0,13/12/2022
13-12-2022 11:44:37,BATTERY,1,0.0,0.0,50.0,0.0,50.0,13/12/2022
13-12-2022 12:38:44,KIDS  DI 0606,1,350.0,0.0,0.0,0.0,350.0,13/12/2022
13-12-2022 12:39:16,2032 BATTERY ,1,50.0,0.0,0.0,0.0,50.0,13/12/2022
13-12-2022 14:05:14,CRONOUS G SL,1,0.0,1250.0,0.0,0.0,1250.0,13/12/2022
13-12-2022 15:18:58,FASTRACK REFLEX PLAY BLACK,1,0.0,6501.0,0.0,0.0,6501.0,13/12/2022
13-12-2022 15:35:56,FANCY G SL,1,400.0,0.0,0.0,0.0,400.0,13/12/2022
13-12-2022 18:38:54,SMART BELT,1,250.0,0.0,0.0,0.0,250.0,13/12/2022
14-12-2022 12:37:56,LOTUS 7769,1,0.0,0.0,480.0,0.0,480.0,14/12/2022
14-12-2022 12:38:29,2032 BATTERY ,1,50.0,0.0,0.0,0.0,50.0,14/12/2022
14-12-2022 13:17:50,FIRE BOLTT RING 3 BLACK ,1,2500.0,0.0,0.0,0.0,2500.0,14/12/2022
14-12-2022 13:20:15,WHIT OUT BATTERY,1,50.0,0.0,0.0,0.0,50.0,14/12/2022
14-12-2022 14:19:12,TITAN 521 BATTERY ,1,170.0,0.0,0.0,0.0,170.0,14/12/2022
14-12-2022 18:46:37,SMART BELTS 22M 06692,2,0.0,0.0,200.0,0.0,400.0,14/12/2022
14-12-2022 19:23:53,TITAN G SL ,1,2795.0,0.0,0.0,0.0,2795.0,14/12/2022
14-12-2022 19:25:30,626 BATTERY,1,100.0,0.0,0.0,0.0,100.0,14/12/2022
14-12-2022 19:27:16,KIDES DIGITAL ,1,400.0,0.0,0.0,0.0,400.0,14/12/2022
14-12-2022 20:34:09,KIDS DIGLTAL,1,400.0,0.0,0.0,0.0,400.0,14/12/2022
14-12-2022 20:34:38,TITAN GSM ,1,0.0,0.0,3100.0,0.0,3100.0,14/12/2022
14-12-2022 20:35:13,TITAN GSM ,1,300.0,0.0,1500.0,0.0,1800.0,14/12/2022
15-12-2022 09:50:21,TITAN G SL,-1,2795.0,0.0,0.0,0.0,-2795.0,15/12/2022
15-12-2022 09:51:00,SONATA G SL,1,750.0,0.0,0.0,0.0,750.0,15/12/2022
15-12-2022 09:52:48,TIME SQUARE G SM,1,2395.0,0.0,0.0,0.0,2395.0,15/12/2022
15-12-2022 11:45:01,"SONATA G SM , FASTRACK L SM",1,0.0,0.0,2900.0,0.0,2900.0,15/12/2022
15-12-2022 11:53:03,WITH OUT BILL- S,1,20.0,0.0,0.0,0.0,20.0,15/12/2022
15-12-2022 12:27:30,WITH OUT BILL CHARGER,1,150.0,0.0,0.0,0.0,150.0,15/12/2022
15-12-2022 12:28:09,KIDS WATCH LED,1,400.0,0.0,0.0,0.0,400.0,15/12/2022
15-12-2022 13:55:15,TITAN L SM GOLD,1,0.0,0.0,1970.0,0.0,1970.0,15/12/2022
15-12-2022 14:26:26,ORPAT ,1,380.0,0.0,0.0,0.0,380.0,15/12/2022
15-12-2022 14:27:02,626 BATTERY,1,100.0,0.0,0.0,0.0,100.0,15/12/2022
15-12-2022 16:35:15,FIRE BOLTT DYNAMITE,1,3000.0,0.0,0.0,0.0,3000.0,15/12/2022
15-12-2022 17:27:15,TITAN L SM,1,0.0,0.0,6250.0,0.0,6250.0,15/12/2022
15-12-2022 18:35:20,TITAN G+L   SM,1,0.0,3447.0,0.0,0.0,3447.0,15/12/2022
15-12-2022 19:26:25,KIDES DIGITAL ,2,800.0,0.0,0.0,0.0,800.0,15/12/2022
15-12-2022 20:50:17,2032 BATTERY ,2,100.0,0.0,0.0,0.0,100.0,15/12/2022
15-12-2022 20:58:19,SONATA G SL,1,1600.0,0.0,0.0,0.0,1600.0,15/12/2022
15-12-2022 20:58:56,WITH OUT BILL 2032,1,100.0,0.0,0.0,0.0,100.0,15/12/2022
15-12-2022 21:03:16,WITH OUT BILL BATTERY,1,30.0,0.0,0.0,0.0,30.0,15/12/2022
15-12-2022 21:25:39,FANCY L SM,1,350.0,0.0,0.0,0.0,350.0,15/12/2022
15-12-2022 21:30:07,WITH OUT BILL 2032,1,50.0,0.0,0.0,0.0,50.0,15/12/2022
16-12-2022 12:21:57,FIRE BOLTT SMART WATCH,1,1500.0,0.0,1200.0,0.0,2700.0,16/12/2022
16-12-2022 13:02:52,TITAN L SM,1,0.0,0.0,1970.0,0.0,1970.0,16/12/2022
16-12-2022 14:51:00,FANCY ,1,300.0,0.0,0.0,0.0,300.0,16/12/2022
16-12-2022 15:33:29,SMART WATCH BELT,1,0.0,0.0,250.0,0.0,250.0,16/12/2022
16-12-2022 18:02:28,KIDS WATCHES,1,480.0,0.0,220.0,0.0,700.0,16/12/2022
16-12-2022 19:45:47,WITH OUT BILL CHARGER,1,0.0,0.0,150.0,0.0,150.0,16/12/2022
16-12-2022 19:46:15,WITH OUT BILL BELT,1,150.0,0.0,0.0,0.0,150.0,16/12/2022
16-12-2022 19:48:21,PEBLE SMART WATCH,1,0.0,4432.5,0.0,0.0,4432.5,16/12/2022
16-12-2022 19:49:56,CRONOUS G L SM,1,0.0,3437.64,0.0,0.0,3437.64,16/12/2022
16-12-2022 19:58:30,FT BELT G SL,1,340.0,0.0,0.0,0.0,340.0,16/12/2022
16-12-2022 20:39:27,FASTRACK L SM,1,0.0,0.0,3700.0,0.0,3700.0,16/12/2022
16-12-2022 20:56:09,KENNETH COLE G SL,1,0.0,0.0,14000.0,0.0,14000.0,16/12/2022
17-12-2022 11:08:34,BATTERY 2,1,50.0,0.0,0.0,0.0,50.0,17/12/2022
17-12-2022 11:09:10,WITH OUT BILL 626,1,100.0,0.0,0.0,0.0,100.0,17/12/2022
17-12-2022 11:32:27,WITH OUT BILL 2032,1,0.0,0.0,50.0,0.0,50.0,17/12/2022
17-12-2022 12:08:04,WITH OUT BILL MUMENT ,1,0.0,0.0,170.0,0.0,170.0,17/12/2022
17-12-2022 12:27:42,AJANTA LED,1,1350.0,0.0,0.0,0.0,1350.0,17/12/2022
17-12-2022 12:28:21,FASTRACK G SM,1,900.0,0.0,1650.0,0.0,2550.0,17/12/2022
17-12-2022 13:44:10,AAAAAA,1,-1.0,0.0,0.0,0.0,-1.0,17/12/2022
17-12-2022 13:45:12,AAAAA,1,1.0,0.0,0.0,0.0,1.0,17/12/2022
17-12-2022 13:54:17,TITAN L SM ,1,0.0,0.0,2136.0,0.0,2136.0,17/12/2022
17-12-2022 13:54:40,TIMES WING G SM,1,0.0,0.0,1400.0,0.0,1400.0,17/12/2022
17-12-2022 15:28:53,TITAN G SM ,1,0.0,0.0,4580.0,0.0,4580.0,17/12/2022
17-12-2022 15:34:21,FT TUNES GREEN,1,0.0,0.0,2700.0,0.0,2700.0,17/12/2022
17-12-2022 17:52:55,WITH OUT BILL 2025,1,50.0,0.0,0.0,0.0,50.0,17/12/2022
17-12-2022 18:25:16,TITAN G SM,1,0.0,0.0,4336.0,0.0,4336.0,17/12/2022
17-12-2022 20:19:16, TITAN L SM,1,5396.0,0.0,0.0,0.0,5396.0,17/12/2022
17-12-2022 20:20:16,WITH OUT BILL MUMENT FOT FT L SM,1,0.0,0.0,400.0,0.0,400.0,17/12/2022
17-12-2022 20:20:54,TI BATTERY 521,1,170.0,0.0,0.0,0.0,170.0,17/12/2022
17-12-2022 20:49:56,TIMES WING  L SM,1,1000.0,0.0,0.0,0.0,1000.0,17/12/2022
17-12-2022 20:50:18,TITAN L SM,1,0.0,0.0,1650.0,0.0,1650.0,17/12/2022
17-12-2022 21:12:03,WALL COLCK,1,0.0,0.0,560.0,0.0,560.0,17/12/2022
18-12-2022 11:50:00,626 BATTERY,1,100.0,0.0,0.0,0.0,100.0,18/12/2022
18-12-2022 12:09:26,SMART WATCH BELT ,1,220.0,0.0,0.0,0.0,220.0,18/12/2022
18-12-2022 12:56:05,WITH OUT BIL 2032,1,50.0,0.0,0.0,0.0,50.0,18/12/2022
18-12-2022 14:36:18,WITH OUT BILL BATTERY,1,50.0,0.0,0.0,0.0,50.0,18/12/2022
18-12-2022 16:00:07,TITAN G SM,1,1515.0,0.0,0.0,0.0,1515.0,18/12/2022
18-12-2022 16:00:39,KIDS WATCHES 3,1,950.0,0.0,0.0,0.0,950.0,18/12/2022
18-12-2022 17:17:49,FT & FIRE BOLTT SMART WATCHES,1,0.0,0.0,6600.0,0.0,6600.0,18/12/2022
18-12-2022 17:30:10,KIDS LED,1,350.0,0.0,0.0,0.0,350.0,18/12/2022
18-12-2022 18:47:40,TI 626 BATTERY,1,0.0,0.0,150.0,0.0,150.0,18/12/2022
18-12-2022 18:48:16,FASTRACK L SM,1,0.0,0.0,3295.0,0.0,3295.0,18/12/2022
18-12-2022 19:05:58,FASTRACK G SM,1,1100.0,0.0,1450.0,0.0,2550.0,18/12/2022
18-12-2022 19:18:43,FASTRACK G SM,1,0.0,0.0,2995.0,0.0,2995.0,18/12/2022
18-12-2022 19:52:58,TITAN G SL,1,0.0,0.0,7996.0,0.0,7996.0,18/12/2022
18-12-2022 20:40:45,CRONOUS G+L= SM,1,0.0,0.0,3390.0,0.0,3390.0,18/12/2022
18-12-2022 20:59:55,TITAN 920 BATTERY ,1,0.0,0.0,180.0,0.0,180.0,18/12/2022
18-12-2022 21:24:59,SONATA G SL,1,1165.0,0.0,0.0,0.0,1165.0,18/12/2022
19-12-2022 11:54:18,CRONOUS G SL,1,0.0,0.0,1100.0,0.0,1100.0,19/12/2022
19-12-2022 11:59:57,TIME SQUARE G+L= SM,1,0.0,0.0,5500.0,0.0,5500.0,19/12/2022
19-12-2022 13:06:12,SONAM WALL CLOCK,1,0.0,541.0,0.0,0.0,541.0,19/12/2022
19-12-2022 13:07:01,TIME SQUARE G SM,1,0.0,3546.0,0.0,0.0,3546.0,19/12/2022
19-12-2022 13:41:18,TITAN G SM,1,0.0,0.0,1600.0,0.0,1600.0,19/12/2022
19-12-2022 16:37:19,SONAM WALL CLOCK,1,240.0,0.0,0.0,0.0,240.0,19/12/2022
19-12-2022 17:24:35,TITAN RAGA L SM,1,4300.0,0.0,250.0,0.0,4550.0,19/12/2022
19-12-2022 17:27:07,SONAM WALL CLOCK,1,700.0,0.0,0.0,0.0,700.0,19/12/2022
19-12-2022 18:28:33,TTAN G SM,1,0.0,5433.0,0.0,0.0,5433.0,19/12/2022
20-12-2022 10:31:25,FASTRACK L SL,1,1850.0,0.0,0.0,0.0,1850.0,20/12/2022
20-12-2022 12:03:10,TIMES L SL ,1,350.0,0.0,0.0,0.0,350.0,20/12/2022
20-12-2022 19:10:02,TIME SWING L SM,1,0.0,0.0,850.0,0.0,850.0,20/12/2022
20-12-2022 19:12:53,WIH OUT BATTERY AAA S,1,0.0,0.0,20.0,0.0,20.0,20/12/2022
20-12-2022 19:49:59,TITAN BATTRY 621,1,0.0,0.0,160.0,0.0,160.0,20/12/2022
20-12-2022 20:05:12,FASTRACK G SL ,1,2450.0,0.0,0.0,0.0,2450.0,20/12/2022
20-12-2022 20:06:42,TIME CRAFT LSM ,1,0.0,0.0,0.0,0.0,0.0,20/12/2022
20-12-2022 20:07:37,SERVICE FASTRACK ,1,0.0,0.0,390.0,0.0,390.0,20/12/2022
20-12-2022 20:49:24,PEBBLE GRAY ,1,1200.0,0.0,0.0,0.0,1200.0,20/12/2022
21-12-2022 11:15:23,FOSSIL ELT+ TI BATTERY,1,0.0,1231.25,0.0,0.0,1231.25,21/12/2022
21-12-2022 11:21:40,PIBBLE SMART WATCH,1,900.0,0.0,500.0,0.0,1400.0,21/12/2022
21-12-2022 12:23:50,PEBBLE SMART WATCH,1,0.0,0.0,2500.0,0.0,2500.0,21/12/2022
21-12-2022 13:04:56,WITH OUT  BILL MUMENT,1,0.0,0.0,130.0,0.0,130.0,21/12/2022
21-12-2022 17:04:54,PEBBLE SMART WATCH,1,3500.0,0.0,0.0,0.0,3500.0,21/12/2022
21-12-2022 18:09:57,TI BELT G SL,1,0.0,0.0,550.0,0.0,550.0,21/12/2022
21-12-2022 19:41:16,TITAN BATTRY 626,1,150.0,0.0,0.0,0.0,150.0,21/12/2022
22-12-2022 11:59:10,TITAN L SM,1,0.0,1576.0,0.0,0.0,1576.0,22/12/2022
22-12-2022 15:38:46,FANCY G SL,1,600.0,0.0,0.0,0.0,600.0,22/12/2022
22-12-2022 16:06:36,FANCY L SM,1,450.0,0.0,0.0,0.0,450.0,22/12/2022
22-12-2022 16:08:16,WITH OUT BILL,1,20.0,0.0,0.0,0.0,20.0,22/12/2022
22-12-2022 17:05:44,MINGRUL DIGLTAL 0677,1,0.0,0.0,350.0,0.0,350.0,22/12/2022
22-12-2022 17:27:21,MINGRUL DIGLTAL ,1,0.0,0.0,350.0,0.0,350.0,22/12/2022
22-12-2022 18:48:35,FASTRACK L SL,1,0.0,0.0,2250.0,0.0,2250.0,22/12/2022
22-12-2022 19:33:20,FIRE BOLTT SMART WATCH,1,0.0,1773.0,0.0,0.0,1773.0,22/12/2022
22-12-2022 19:34:25,TI BATTERY 920,1,200.0,0.0,0.0,0.0,200.0,22/12/2022
22-12-2022 20:25:44,TIME SQUARE L SM,1,0.0,0.0,2800.0,0.0,2800.0,22/12/2022
22-12-2022 20:51:02,FIRE BOLT NINJA CALL PRO PLUS,1,0.0,0.0,2500.0,0.0,2500.0,22/12/2022
23-12-2022 12:03:25,TIMES  WING LSM 0413  ,1,0.0,0.0,1000.0,0.0,1000.0,23/12/2022
23-12-2022 13:38:08,SONATA G SL,1,600.0,0.0,0.0,0.0,600.0,23/12/2022
23-12-2022 16:09:05,WITH OUT BILL 2032,1,50.0,0.0,0.0,0.0,50.0,23/12/2022
23-12-2022 16:09:41,TIMES G SL,1,750.0,0.0,0.0,0.0,750.0,23/12/2022
23-12-2022 16:51:12,WITH OUT BILL 2032,1,50.0,0.0,0.0,0.0,50.0,23/12/2022
23-12-2022 17:38:51,TIMES L SL,1,0.0,0.0,800.0,0.0,800.0,23/12/2022
23-12-2022 19:13:28,WITH OUT BILL 2032,1,50.0,0.0,0.0,0.0,50.0,23/12/2022
